E01293	R00057	E01889
E01164	R00040	E00853
E01855	R00002	E00001
E00287	R00060	E00331
E00303	R00050	E01801
E00554	R00021	E01420
E00788	R00012	E00161
E00213	R00076	E00974
E00193	R00084	E00830
E00404	R00048	E01526
E01985	R00014	E00449
E01548	R00007	E00102
E00657	R00021	E01995
E00593	R00062	E01366
E00328	R00021	E01950
E00296	R00021	E01256
E01237	R00009	E01324
E01055	R00044	E01878
E00272	R00040	E00740
E01614	R00052	E00321
E01697	R00037	E00514
E00186	R00034	E00569
E00703	R00035	E01625
E01239	R00079	E00633
E01086	R00084	E01920
E01116	R00077	E01363
E00715	R00016	E00110
E01402	R00042	E00235
E01916	R00025	E01624
E00616	R00037	E01117
E01186	R00011	E01915
E01749	R00061	E00543
E01838	R00002	E00825
E00747	R00063	E00843
E01247	R00002	E00560
E01651	R00034	E00844
E01437	R00050	E01788
E01765	R00003	E00111
E00755	R00026	E01428
E01367	R00018	E00264
E01025	R00074	E01947
E01069	R00003	E01092
E00967	R00031	E01686
E01821	R00003	E00808
E00781	R00043	E00193
E01563	R00075	E00663
E01924	R00064	E01413
E01298	R00084	E00045
E01862	R00066	E00406
E00328	R00075	E01150
E00578	R00044	E01037
E01421	R00042	E00673
E00849	R00050	E00002
E01178	R00027	E01065
E01140	R00051	E01800
E00232	R00002	E00923
E01533	R00038	E01510
E00192	R00023	E01036
E01878	R00058	E01171
E00065	R00076	E01574
E01065	R00027	E01178
E01099	R00054	E00548
E01258	R00033	E01487
E01391	R00063	E00660
E00034	R00032	E00021
E01476	R00079	E01772
E00692	R00052	E00144
E01123	R00047	E00946
E01527	R00008	E01923
E01283	R00034	E00441
E00262	R00034	E01504
E00649	R00075	E00502
E01378	R00054	E01932
E00478	R00027	E01861
E01928	R00014	E01710
E01712	R00084	E01706
E00178	R00084	E00046
E00698	R00038	E01181
E01351	R00064	E01519
E00940	R00052	E00187
E00063	R00014	E01952
E01691	R00026	E00723
E00854	R00038	E01313
E00380	R00011	E01477
E00812	R00044	E01592
E00540	R00030	E01407
E00324	R00015	E01316
E01092	R00003	E01069
E01133	R00063	E01094
E00295	R00052	E01912
E00897	R00071	E00985
E00962	R00075	E01476
E00036	R00050	E01099
E01592	R00011	E00957
E01963	R00055	E00085
E00017	R00002	E00022
E01582	R00034	E00958
E00129	R00068	E01711
E00505	R00075	E01067
E01711	R00068	E00129
E00906	R00063	E00012
E00723	R00051	E00437
E01152	R00028	E01480
E01499	R00079	E01942
E01353	R00081	E01574
E01029	R00084	E01930
E00082	R00043	E01965
E00255	R00061	E01833
E01496	R00047	E01522
E01116	R00012	E01771
E00254	R00063	E00878
E00289	R00043	E00441
E01542	R00066	E00413
E00444	R00065	E01872
E00921	R00052	E00944
E00127	R00083	E01204
E01732	R00059	E01569
E00067	R00064	E00565
E01285	R00051	E01816
E00653	R00050	E00324
E01558	R00055	E00567
E00542	R00048	E00028
E01379	R00042	E01657
E00316	R00040	E00568
E01848	R00017	E00649
E01322	R00038	E01281
E00401	R00033	E01733
E00315	R00043	E01755
E01934	R00014	E00725
E01095	R00013	E01186
E00806	R00064	E01822
E01640	R00042	E01801
E00764	R00037	E00101
E00872	R00047	E00219
E00047	R00068	E01540
E01412	R00084	E01604
E00166	R00042	E01772
E01752	R00075	E01208
E01804	R00026	E00946
E00259	R00026	E00586
E00190	R00032	E00393
E00558	R00021	E00210
E00689	R00079	E00269
E01081	R00038	E01626
E01923	R00008	E01527
E01431	R00082	E01548
E00537	R00056	E01375
E01898	R00073	E01584
E01103	R00047	E01258
E01289	R00055	E00322
E00395	R00015	E00785
E01068	R00043	E00023
E00629	R00075	E01451
E01748	R00025	E00544
E01694	R00051	E00386
E01892	R00055	E01698
E01502	R00052	E01968
E01838	R00044	E01535
E00565	R00001	E00778
E00151	R00034	E00249
E01686	R00031	E00967
E01818	R00033	E00174
E01929	R00002	E00504
E00143	R00020	E01888
E00036	R00021	E01111
E00528	R00061	E00497
E00613	R00034	E00218
E00704	R00007	E01230
E00524	R00043	E00212
E00547	R00076	E00058
E01437	R00045	E01242
E00788	R00040	E01380
E01010	R00051	E01335
E00003	R00033	E00639
E01624	R00076	E01653
E00261	R00073	E01834
E01740	R00073	E01242
E01517	R00036	E00884
E00662	R00006	E00093
E01489	R00064	E01571
E01976	R00061	E00029
E00956	R00076	E00537
E00891	R00040	E01401
E01490	R00050	E00643
E01844	R00061	E01641
E00668	R00042	E01077
E01575	R00015	E01980
E00284	R00038	E01219
E00356	R00075	E00833
E01662	R00033	E01226
E00253	R00026	E01024
E00552	R00068	E01418
E01412	R00047	E01377
E00848	R00083	E00057
E00353	R00076	E00665
E00849	R00015	E01205
E00692	R00012	E01617
E00264	R00022	E00646
E00288	R00034	E01189
E00905	R00069	E00643
E00103	R00042	E01887
E00684	R00050	E01415
E01840	R00076	E01537
E01639	R00082	E00216
E01689	R00016	E01170
E01166	R00083	E01346
E01857	R00034	E01808
E01248	R00012	E00421
E00171	R00025	E01749
E01299	R00026	E00335
E00206	R00042	E01027
E01404	R00028	E01817
E01725	R00039	E00448
E01100	R00055	E01290
E00180	R00061	E00843
E01699	R00063	E00417
E00755	R00063	E00547
E01982	R00037	E01013
E00597	R00043	E00152
E01779	R00061	E01954
E01090	R00040	E01683
E01453	R00023	E01003
E01325	R00052	E01077
E00551	R00061	E00445
E01320	R00012	E00723
E00572	R00034	E00082
E00531	R00014	E00514
E01226	R00007	E01149
E00264	R00018	E00717
E01704	R00061	E00247
E01297	R00061	E01707
E01478	R00016	E01346
E01350	R00061	E01613
E01761	R00078	E01329
E00623	R00014	E01732
E01022	R00023	E00796
E01772	R00042	E00166
E00263	R00010	E00409
E00893	R00055	E01957
E01696	R00011	E01646
E00004	R00012	E01183
E01803	R00063	E01713
E00141	R00073	E00039
E01903	R00014	E01783
E00300	R00066	E01021
E00598	R00023	E01976
E00186	R00047	E00155
E01609	R00082	E00058
E00550	R00075	E00022
E00652	R00063	E01474
E01724	R00011	E01408
E00310	R00082	E00909
E01595	R00038	E01180
E01447	R00050	E00188
E00927	R00051	E01867
E01261	R00012	E01723
E00844	R00079	E00935
E01573	R00084	E00762
E01317	R00082	E00781
E01167	R00068	E00452
E00122	R00002	E01651
E00527	R00061	E01489
E00130	R00026	E01235
E01054	R00018	E00203
E00715	R00055	E00785
E00705	R00082	E01127
E00646	R00018	E01809
E01732	R00040	E00172
E00104	R00084	E00595
E01199	R00016	E00731
E00575	R00085	E00722
E01919	R00015	E00883
E00761	R00026	E00211
E01836	R00010	E01689
E01337	R00020	E01931
E01660	R00079	E00945
E00708	R00076	E01400
E00870	R00076	E01912
E00192	R00050	E00276
E01042	R00007	E01748
E01960	R00018	E01241
E01239	R00055	E00909
E00458	R00042	E00776
E01371	R00015	E00058
E00720	R00050	E00065
E01497	R00023	E01653
E00345	R00076	E01728
E00608	R00063	E00369
E01483	R00037	E01368
E01431	R00007	E01714
E01131	R00051	E01554
E00835	R00084	E01970
E01758	R00013	E01821
E01218	R00015	E01247
E00799	R00050	E00706
E01641	R00042	E00285
E00289	R00037	E00853
E00964	R00012	E00052
E01559	R00063	E01252
E00232	R00015	E00715
E01045	R00001	E00272
E00632	R00059	E01875
E01698	R00014	E01459
E01040	R00023	E00623
E01707	R00014	E01414
E00599	R00073	E00695
E00376	R00063	E00275
E01071	R00050	E01400
E01227	R00063	E01281
E01411	R00050	E00991
E00272	R00002	E01335
E00429	R00081	E00131
E01621	R00077	E00460
E01001	R00030	E00272
E01469	R00023	E01880
E01412	R00051	E01537
E01400	R00007	E01921
E01020	R00069	E01240
E01415	R00050	E00684
E01211	R00018	E00137
E01801	R00025	E01319
E01781	R00010	E01008
E00983	R00037	E01594
E00321	R00037	E01793
E01270	R00063	E00795
E01626	R00026	E00411
E00306	R00040	E01761
E00820	R00082	E00829
E01006	R00039	E00436
E01689	R00025	E01876
E01347	R00084	E00489
E00373	R00063	E01269
E01302	R00055	E00921
E01606	R00040	E01799
E00716	R00042	E01785
E00272	R00072	E01368
E01623	R00022	E01745
E00278	R00046	E01811
E01916	R00064	E00088
E00409	R00075	E01733
E01404	R00017	E01676
E00613	R00011	E00159
E01577	R00002	E00188
E00723	R00060	E00271
E01984	R00028	E01980
E00086	R00052	E01413
E00970	R00007	E00592
E00293	R00075	E01079
E01105	R00024	E00153
E00895	R00015	E00128
E01493	R00025	E00462
E00267	R00027	E00953
E00510	R00010	E01437
E00752	R00018	E01498
E00682	R00003	E01782
E00025	R00043	E00209
E01992	R00016	E00112
E01338	R00002	E01503
E01164	R00017	E01497
E01408	R00041	E00725
E01970	R00082	E01398
E00135	R00042	E00722
E00445	R00012	E00576
E01493	R00043	E00142
E00874	R00076	E00848
E01003	R00010	E00504
E00569	R00011	E00228
E00909	R00042	E01316
E01231	R00033	E01079
E01999	R00064	E00884
E00994	R00018	E00700
E00722	R00042	E00135
E01593	R00084	E00159
E00838	R00038	E01057
E01700	R00047	E00234
E01573	R00066	E00949
E01206	R00020	E01271
E00317	R00003	E00098
E01076	R00082	E01881
E01078	R00066	E00070
E01791	R00084	E01534
E01480	R00028	E01152
E00351	R00063	E01946
E00128	R00050	E01752
E01307	R00012	E01671
E01907	R00025	E00646
E01808	R00038	E01157
E01922	R00052	E01321
E00868	R00034	E00631
E00276	R00082	E00729
E00471	R00002	E01787
E01867	R00038	E01049
E00793	R00046	E00606
E00663	R00038	E00702
E00630	R00041	E00966
E01361	R00002	E01125
E01711	R00020	E00124
E00507	R00050	E01361
E01896	R00058	E01020
E01062	R00076	E00534
E01830	R00079	E01688
E01809	R00066	E00194
E00434	R00066	E00267
E01851	R00025	E01033
E00244	R00015	E01260
E01136	R00015	E00717
E00761	R00023	E01859
E00895	R00003	E00223
E00621	R00079	E00781
E01555	R00082	E00214
E01197	R00036	E00223
E00507	R00020	E00841
E00194	R00015	E01245
E01373	R00015	E00203
E01958	R00015	E01142
E01721	R00063	E00220
E00486	R00011	E00896
E01962	R00047	E01519
E00715	R00047	E01688
E00797	R00079	E00415
E00264	R00079	E00109
E00250	R00015	E00079
E00175	R00026	E01515
E01146	R00024	E01249
E01488	R00010	E01299
E01876	R00002	E01586
E01226	R00014	E01756
E00369	R00079	E01850
E00622	R00037	E01180
E01873	R00007	E01017
E00967	R00086	E01818
E01247	R00015	E00577
E00660	R00042	E01203
E00704	R00078	E01369
E01982	R00033	E00099
E00159	R00007	E00863
E00166	R00012	E00877
E00545	R00042	E01830
E01754	R00075	E00831
E01956	R00038	E00631
E00199	R00015	E01396
E00528	R00001	E01388
E01738	R00026	E01308
E01963	R00076	E01957
E01335	R00079	E00239
E00127	R00068	E01176
E01471	R00082	E00086
E00979	R00050	E01712
E01263	R00085	E00051
E00952	R00055	E00879
E01340	R00011	E01779
E01015	R00016	E00284
E00461	R00038	E01778
E00052	R00012	E00964
E00346	R00083	E01309
E01733	R00042	E00689
E01609	R00081	E01216
E00328	R00019	E01063
E01330	R00009	E01708
E01514	R00022	E01553
E01259	R00002	E00591
E01470	R00082	E00989
E00088	R00050	E00366
E00098	R00081	E00367
E01996	R00025	E01509
E00706	R00063	E01105
E01276	R00050	E01177
E01298	R00061	E00251
E00131	R00068	E00960
E00730	R00022	E00803
E01495	R00050	E00048
E01495	R00082	E01914
E01420	R00069	E01001
E00419	R00082	E01508
E01592	R00076	E00916
E00606	R00046	E00793
E00416	R00079	E01877
E01391	R00064	E00703
E00922	R00012	E01553
E00010	R00043	E00614
E01735	R00042	E00682
E00399	R00037	E00424
E01424	R00002	E01992
E00778	R00001	E00565
E01153	R00047	E01457
E00233	R00032	E00554
E01821	R00024	E01626
E01690	R00084	E00798
E00108	R00061	E01469
E00979	R00068	E01490
E00816	R00020	E00525
E01934	R00026	E00222
E00579	R00007	E00200
E01627	R00042	E01242
E00796	R00047	E01216
E00967	R00002	E00533
E01434	R00049	E00864
E00242	R00030	E00433
E00572	R00052	E00311
E00731	R00076	E01245
E00430	R00071	E00879
E00525	R00020	E00816
E01357	R00025	E00412
E00849	R00075	E00358
E00239	R00040	E00791
E01369	R00038	E00982
E01772	R00034	E01894
E00290	R00030	E01774
E01192	R00002	E01920
E01649	R00034	E00608
E00032	R00040	E00558
E00362	R00023	E01096
E00768	R00037	E01426
E01306	R00052	E01870
E00992	R00016	E01505
E00241	R00039	E00393
E00252	R00014	E01262
E00412	R00048	E01015
E00469	R00082	E01989
E01048	R00037	E00746
E00341	R00022	E00315
E00305	R00039	E01416
E00925	R00047	E00094
E00263	R00007	E01281
E01762	R00079	E01844
E01600	R00032	E01294
E01201	R00017	E01911
E01815	R00066	E00735
E01352	R00007	E00135
E01998	R00052	E00404
E00755	R00068	E01569
E00757	R00044	E00467
E00142	R00054	E01811
E00730	R00045	E01830
E01422	R00052	E00513
E00083	R00044	E00707
E00115	R00033	E01341
E01719	R00076	E01270
E01809	R00011	E00064
E01192	R00018	E01944
E00918	R00001	E01948
E00948	R00033	E01885
E00338	R00026	E01153
E00832	R00023	E01432
E00881	R00061	E01429
E00326	R00061	E01077
E01241	R00055	E01608
E01902	R00025	E00823
E00709	R00075	E00501
E01664	R00024	E00441
E00638	R00062	E00206
E00468	R00023	E01797
E01155	R00026	E01780
E00152	R00038	E01174
E01966	R00079	E01613
E01503	R00026	E01118
E00078	R00025	E00162
E01349	R00014	E00353
E00623	R00026	E01580
E00994	R00060	E00398
E00307	R00037	E00565
E01283	R00075	E00844
E00751	R00038	E01681
E01668	R00040	E01505
E00399	R00015	E00256
E00745	R00022	E01426
E00822	R00037	E01136
E01204	R00076	E01147
E01653	R00084	E01097
E01734	R00038	E00540
E00132	R00014	E01644
E00762	R00079	E01482
E01880	R00018	E01917
E01735	R00045	E00434
E00002	R00050	E00849
E00666	R00061	E01082
E00404	R00068	E00231
E01815	R00083	E01881
E00554	R00068	E01160
E00627	R00084	E01259
E00973	R00055	E00102
E01374	R00084	E01777
E01554	R00044	E00898
E01451	R00050	E00890
E00893	R00013	E00280
E01925	R00009	E01814
E01277	R00002	E00350
E00092	R00024	E01900
E01151	R00022	E00840
E01631	R00003	E01289
E01177	R00043	E00975
E00018	R00057	E00192
E00803	R00002	E01730
E00230	R00046	E00393
E00560	R00084	E01959
E01216	R00081	E01609
E00456	R00037	E00792
E00507	R00015	E00319
E00591	R00007	E00577
E01853	R00013	E01602
E00545	R00037	E01206
E01554	R00051	E01131
E01267	R00011	E00572
E00559	R00051	E01920
E01368	R00052	E00977
E00919	R00034	E00363
E01447	R00026	E00750
E01298	R00081	E00429
E00301	R00079	E00605
E00420	R00025	E00901
E00910	R00023	E00145
E00486	R00043	E01543
E00161	R00041	E00362
E01737	R00011	E01945
E01644	R00011	E00713
E01778	R00037	E00162
E01905	R00050	E01843
E00790	R00051	E00152
E00469	R00063	E01400
E00746	R00043	E00949
E00336	R00048	E00051
E01163	R00086	E00585
E00766	R00041	E01024
E00361	R00063	E00405
E01136	R00026	E00618
E00035	R00041	E00521
E01864	R00034	E00144
E01554	R00037	E00600
E01676	R00050	E01114
E01296	R00040	E00623
E01590	R00042	E00541
E00400	R00039	E01036
E01419	R00037	E00400
E00271	R00060	E00723
E00644	R00055	E01946
E00078	R00011	E00233
E00437	R00031	E01117
E01349	R00037	E00314
E00602	R00002	E01612
E01508	R00073	E01302
E00933	R00018	E01998
E01306	R00059	E00339
E01970	R00064	E01749
E01564	R00045	E01411
E01396	R00086	E00347
E00191	R00061	E00547
E01262	R00038	E01686
E00074	R00055	E00213
E00338	R00050	E01037
E00214	R00050	E00066
E01507	R00083	E00912
E01222	R00014	E01014
E00884	R00024	E00615
E01551	R00084	E01122
E00848	R00033	E01760
E00282	R00022	E01323
E00516	R00044	E00525
E01477	R00028	E00154
E00747	R00081	E00607
E00971	R00039	E00938
E01490	R00011	E01325
E01890	R00033	E01913
E00088	R00003	E01407
E00282	R00007	E01568
E00558	R00011	E00887
E00104	R00085	E00163
E00517	R00026	E00039
E00961	R00052	E00652
E00481	R00037	E01431
E00361	R00051	E01418
E00772	R00051	E01769
E01488	R00052	E01117
E00299	R00032	E00753
E00562	R00024	E00408
E00657	R00041	E01434
E01068	R00012	E00791
E01585	R00015	E01852
E01561	R00084	E00825
E01293	R00002	E01730
E01275	R00024	E01466
E01309	R00007	E00979
E00731	R00016	E01199
E01671	R00012	E01307
E00670	R00015	E01373
E01913	R00037	E01150
E00543	R00047	E00656
E01527	R00079	E00041
E00694	R00012	E00252
E00122	R00058	E01405
E00671	R00037	E00653
E01960	R00084	E01537
E01143	R00082	E01924
E00554	R00014	E00151
E00651	R00035	E00916
E00591	R00011	E00196
E01422	R00025	E01050
E01325	R00081	E00727
E00099	R00001	E00245
E01668	R00084	E01388
E00850	R00050	E01210
E01814	R00010	E00800
E01913	R00014	E01036
E00676	R00010	E00286
E01934	R00064	E00577
E00306	R00047	E00122
E00980	R00069	E01136
E01098	R00068	E00020
E01305	R00030	E00531
E00228	R00015	E00900
E00607	R00079	E01806
E00719	R00000	E00426
E00353	R00034	E01177
E00137	R00014	E01439
E00345	R00079	E00651
E00833	R00001	E01448
E01165	R00064	E00743
E01446	R00015	E01967
E01195	R00041	E01326
E01374	R00011	E00244
E01288	R00025	E01272
E00563	R00073	E00399
E01237	R00054	E01097
E01701	R00043	E00521
E00870	R00047	E00987
E00414	R00058	E01897
E00630	R00050	E01010
E01299	R00042	E00576
E01306	R00038	E01809
E00939	R00061	E00957
E01683	R00047	E00077
E01708	R00037	E01020
E01973	R00050	E00918
E01597	R00033	E00033
E00547	R00015	E00065
E00877	R00042	E01177
E01000	R00011	E01901
E00398	R00022	E00459
E01719	R00002	E00353
E01668	R00042	E00514
E01124	R00069	E00480
E01821	R00015	E01114
E00982	R00079	E00540
E00395	R00010	E00819
E00394	R00042	E01669
E01944	R00010	E01338
E01558	R00042	E00467
E00374	R00079	E01186
E01974	R00036	E00513
E01816	R00061	E00955
E01431	R00045	E01358
E01916	R00069	E01911
E01591	R00045	E01048
E00626	R00081	E00898
E00569	R00040	E00698
E00401	R00031	E01369
E00285	R00037	E01588
E01401	R00035	E00238
E01208	R00002	E01678
E00355	R00026	E01148
E00570	R00038	E00798
E01804	R00042	E01402
E01525	R00037	E01970
E01798	R00064	E01849
E01177	R00050	E01276
E01858	R00027	E01561
E00173	R00007	E01269
E01959	R00068	E00516
E01170	R00016	E01689
E00139	R00062	E01509
E01979	R00015	E01592
E01091	R00079	E01452
E00136	R00052	E01088
E01564	R00042	E00057
E01745	R00051	E00390
E00702	R00010	E00194
E01113	R00085	E01464
E01141	R00051	E00898
E01065	R00063	E01008
E01623	R00082	E00806
E01597	R00018	E00636
E01433	R00064	E01445
E01905	R00055	E01795
E01513	R00026	E00359
E00292	R00038	E00619
E01187	R00038	E01940
E00853	R00033	E00681
E01148	R00082	E01142
E00466	R00037	E01580
E00909	R00011	E01031
E00469	R00029	E00027
E00171	R00052	E01749
E00329	R00061	E01446
E01615	R00037	E01907
E00323	R00042	E00466
E01330	R00082	E01065
E00578	R00052	E01919
E00631	R00070	E01622
E00172	R00047	E01736
E01584	R00082	E00442
E00488	R00079	E01993
E00256	R00014	E00440
E01684	R00048	E01974
E01424	R00014	E01579
E01750	R00082	E00084
E00094	R00047	E00925
E00254	R00042	E01815
E01471	R00043	E00225
E01649	R00068	E01086
E00566	R00050	E01841
E00005	R00063	E01689
E00651	R00038	E00782
E00254	R00045	E00640
E01851	R00014	E01435
E01091	R00040	E01364
E01714	R00040	E00680
E01194	R00011	E01857
E00954	R00068	E01457
E01417	R00051	E01821
E00745	R00068	E01440
E01572	R00038	E00857
E00769	R00064	E00663
E00180	R00047	E01728
E00706	R00050	E00714
E01658	R00009	E00429
E00086	R00042	E01557
E01402	R00058	E00178
E01842	R00019	E01739
E00822	R00061	E01587
E00215	R00037	E00027
E00785	R00012	E01220
E01247	R00082	E00367
E01823	R00024	E01485
E01126	R00042	E00910
E00226	R00069	E00731
E00921	R00033	E01013
E00488	R00050	E01385
E00831	R00085	E00879
E00953	R00040	E00411
E00621	R00084	E01735
E00955	R00015	E00189
E00705	R00031	E01232
E00355	R00085	E01489
E01977	R00043	E01998
E01392	R00012	E00820
E00541	R00042	E01590
E01132	R00038	E00757
E01704	R00022	E00417
E01130	R00041	E01906
E01897	R00058	E00414
E00034	R00050	E00603
E00567	R00074	E01844
E00588	R00023	E00889
E01211	R00084	E01930
E01541	R00007	E01521
E01645	R00037	E01993
E00940	R00027	E01091
E01057	R00037	E01887
E00668	R00061	E01975
E01494	R00034	E00914
E01230	R00030	E01145
E01434	R00034	E01869
E00298	R00069	E01102
E00552	R00064	E01526
E01239	R00043	E01345
E01028	R00082	E01858
E00199	R00031	E00154
E01727	R00041	E01679
E01312	R00050	E00821
E01258	R00025	E00911
E01507	R00001	E01094
E01187	R00024	E00167
E00339	R00022	E01356
E01870	R00040	E01005
E01832	R00025	E01266
E01561	R00029	E01603
E01975	R00054	E00868
E00720	R00048	E01387
E00266	R00040	E00195
E01804	R00043	E01207
E00762	R00082	E01774
E01536	R00068	E01931
E01388	R00052	E00514
E01925	R00042	E00981
E01794	R00078	E00170
E01500	R00038	E01535
E01234	R00021	E01488
E01299	R00025	E01386
E00415	R00032	E01426
E01375	R00030	E01253
E00111	R00037	E00733
E00699	R00079	E01659
E00103	R00055	E01746
E01297	R00022	E01017
E00472	R00063	E00020
E01615	R00002	E01584
E01446	R00002	E01008
E01452	R00085	E00391
E00757	R00081	E01043
E00806	R00051	E00703
E01180	R00058	E00507
E01341	R00033	E00115
E01745	R00021	E01784
E01506	R00047	E00127
E01166	R00002	E01200
E00913	R00038	E00486
E01784	R00047	E01655
E01888	R00023	E00080
E01993	R00043	E00861
E00866	R00066	E00682
E00199	R00025	E00730
E00779	R00042	E00427
E00640	R00011	E00412
E01840	R00061	E01699
E00965	R00033	E00040
E01646	R00040	E01610
E01586	R00014	E01122
E00665	R00032	E01865
E01919	R00084	E01262
E00617	R00026	E00243
E00565	R00028	E01885
E00675	R00075	E01525
E01459	R00014	E01323
E00603	R00082	E00686
E00715	R00037	E01829
E00869	R00050	E01375
E01246	R00017	E00005
E01439	R00026	E01127
E00664	R00036	E01458
E00017	R00037	E00085
E01458	R00058	E00434
E01616	R00003	E00985
E01912	R00023	E01111
E00076	R00031	E01038
E00529	R00017	E01268
E00446	R00000	E00381
E00300	R00010	E01717
E00270	R00063	E01024
E00958	R00012	E01751
E00053	R00076	E00383
E00424	R00002	E00823
E00152	R00042	E00477
E00052	R00039	E00892
E01737	R00060	E01110
E00472	R00050	E01994
E01909	R00085	E00046
E00907	R00050	E01353
E00903	R00012	E00390
E00382	R00085	E00659
E01281	R00050	E00331
E01435	R00002	E00290
E00322	R00027	E00321
E01786	R00050	E00641
E00683	R00038	E00305
E00221	R00047	E01868
E01170	R00038	E00151
E00211	R00066	E01018
E01637	R00038	E00857
E01580	R00033	E01612
E00319	R00012	E00502
E01697	R00002	E00008
E00391	R00050	E01424
E01627	R00075	E00854
E00192	R00065	E01122
E01866	R00047	E01715
E00701	R00059	E01145
E01419	R00047	E00678
E01043	R00002	E01997
E00891	R00034	E01092
E01078	R00084	E00745
E01670	R00052	E00291
E00390	R00032	E00779
E00448	R00079	E00940
E01894	R00018	E01923
E01440	R00052	E00615
E00810	R00011	E01622
E01415	R00052	E01969
E00936	R00051	E01569
E01085	R00084	E00639
E00837	R00061	E00699
E01249	R00024	E01146
E01370	R00030	E01208
E01868	R00037	E01110
E01447	R00014	E01432
E01390	R00037	E01021
E00174	R00030	E01186
E01238	R00034	E00681
E00830	R00062	E00853
E01024	R00061	E00588
E01730	R00058	E00285
E00211	R00068	E00331
E00561	R00042	E00908
E01837	R00015	E00686
E00477	R00042	E00152
E01533	R00038	E01893
E00710	R00047	E00274
E01093	R00027	E00022
E01132	R00079	E00278
E01116	R00067	E01502
E00509	R00084	E00773
E00525	R00066	E00938
E01622	R00084	E00667
E00619	R00079	E00400
E00383	R00076	E00053
E00458	R00086	E01310
E01288	R00037	E00322
E00650	R00079	E01583
E00456	R00066	E00666
E00391	R00038	E01351
E00699	R00082	E01861
E01875	R00043	E01492
E01769	R00084	E00001
E01727	R00026	E00357
E01945	R00048	E00194
E01697	R00001	E01205
E00798	R00052	E01651
E00165	R00084	E01299
E01487	R00033	E01258
E00166	R00023	E00673
E00616	R00011	E00560
E00197	R00058	E01606
E00193	R00050	E00416
E01843	R00040	E01603
E01164	R00075	E00500
E00655	R00023	E00749
E01416	R00043	E00433
E00591	R00045	E01578
E00423	R00030	E00289
E00239	R00060	E00059
E00814	R00034	E01012
E00232	R00073	E01894
E01480	R00021	E00074
E00797	R00075	E01997
E00860	R00033	E00107
E01225	R00052	E01610
E00224	R00076	E00650
E00896	R00055	E00447
E00342	R00000	E00419
E00036	R00012	E01482
E00384	R00084	E01140
E01626	R00022	E00046
E00186	R00026	E01683
E00664	R00082	E00321
E00201	R00063	E01805
E01644	R00023	E00266
E01940	R00085	E00987
E01923	R00018	E01124
E01129	R00010	E01230
E00455	R00018	E00581
E00991	R00018	E00660
E01783	R00023	E01364
E01759	R00084	E01252
E00600	R00069	E01593
E01426	R00050	E01777
E01394	R00070	E01083
E00630	R00032	E00796
E01903	R00002	E00371
E00855	R00045	E01740
E01415	R00043	E01547
E00822	R00058	E01821
E01099	R00033	E00885
E01026	R00063	E00026
E00637	R00038	E00951
E01067	R00024	E01484
E01920	R00051	E00559
E01155	R00081	E01073
E01379	R00015	E00050
E01434	R00003	E01547
E01444	R00018	E00850
E00363	R00036	E00371
E00647	R00011	E00852
E00906	R00002	E01772
E00205	R00073	E01964
E00380	R00066	E00761
E00929	R00059	E00166
E01471	R00076	E00664
E00497	R00082	E01535
E00136	R00071	E00029
E01732	R00084	E00521
E01149	R00050	E01845
E00283	R00023	E00487
E01755	R00010	E00251
E00412	R00077	E01419
E01870	R00043	E01840
E01952	R00014	E00063
E01017	R00007	E01873
E01018	R00059	E00151
E01328	R00076	E00505
E00985	R00017	E01425
E00729	R00050	E00835
E00272	R00082	E00464
E00160	R00069	E00600
E01758	R00041	E01753
E00058	R00076	E00547
E01795	R00026	E01137
E01387	R00048	E00720
E00273	R00051	E01917
E00872	R00042	E01681
E00604	R00033	E01321
E01050	R00055	E01204
E00097	R00084	E01720
E00912	R00039	E01072
E00569	R00068	E01308
E01245	R00066	E00816
E00534	R00040	E01169
E01672	R00050	E00534
E00074	R00054	E00994
E01822	R00038	E00707
E00447	R00081	E00550
E00196	R00082	E00483
E01143	R00014	E00804
E00983	R00026	E01081
E01184	R00075	E00668
E01815	R00012	E00955
E00673	R00040	E01587
E00833	R00022	E00876
E00885	R00025	E01348
E00174	R00040	E00160
E00005	R00022	E00179
E00813	R00021	E01320
E00383	R00085	E00031
E00846	R00015	E01172
E00271	R00082	E01931
E01800	R00038	E00744
E00888	R00072	E01977
E00609	R00075	E01706
E01598	R00011	E00209
E01849	R00042	E00649
E01236	R00076	E00942
E00046	R00055	E01773
E00802	R00061	E01174
E01230	R00075	E00362
E01190	R00059	E01701
E01722	R00071	E01579
E01378	R00083	E00592
E01811	R00038	E00463
E00332	R00055	E00625
E00190	R00012	E00672
E00100	R00023	E00984
E00968	R00037	E00389
E00919	R00038	E01047
E01405	R00043	E00044
E01542	R00059	E00760
E01542	R00044	E01667
E01486	R00084	E00664
E01985	R00069	E01817
E00677	R00066	E01272
E00663	R00012	E00775
E00392	R00076	E00365
E00942	R00085	E01755
E01697	R00026	E01112
E00830	R00084	E00193
E01614	R00002	E01188
E00624	R00027	E01784
E00321	R00001	E00368
E01045	R00052	E00460
E01739	R00026	E01431
E00458	R00068	E01831
E00813	R00025	E01522
E00371	R00066	E00156
E01300	R00002	E00247
E01173	R00038	E01217
E00003	R00052	E01751
E01769	R00077	E01976
E01734	R00076	E01481
E00307	R00055	E00131
E01964	R00052	E00482
